molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL424966,O=C(Nc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1)c1ccccc1,1,90.0
CHEMBL192504,OCC1OC(n2c(Nc3ccccc3)nc3c(Nc4ccccc4)ncnc32)C(O)C1O,1,90.0
CHEMBL302938,COc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)cc1,1,92.0
CHEMBL99119,[N-]=[N+]=NCC1OC(n2cc(Br)c3c(Cl)ncnc32)C(O)C1O,1,100.0
CHEMBL319611,CC1OC(n2cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)CC1O,1,100.0
CHEMBL318281,CC1OC(n2cc(I)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1,100.0
CHEMBL97553,C=CC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,1,100.0
CHEMBL198742,CCCNc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O,1,100.0
CHEMBL362855,CN(C)c1ccc(C#Cc2ncnc3[nH]nc(-c4ccccc4)c23)cn1,1,100.0
CHEMBL387628,CN(C)c1ccc(C#Cc2c(N)ncnc2-c2ccc(N(C)C)cc2)cc1,1,100.0
CHEMBL226486,Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1-c1cc2ccccc2s1,1,100.0
CHEMBL4570382,CC1C(O)C(O)C2(n3cc(-c4ccccc4)c4c(Nc5ccc(F)cc5)ncnc43)CC12,1,110.0
CHEMBL225886,Nc1ncnc(C#Cc2cncc(N3CCOCC3)c2)c1-c1ccc(Cl)cc1,1,110.0
CHEMBL426992,CN(C)c1ccc(-c2nc3ncnc(N)c3cc2Cc2ccccc2)cc1,1,114.0
CHEMBL4439949,OCC1C(O)C(O)C2(n3cc(-c4ccccc4)c4c(Nc5ccccc5)ncnc43)CC12,1,114.0
CHEMBL4560021,CC1C(O)C(O)C2(n3cc(-c4ccc(F)cc4)c4c(Nc5ccccc5)ncnc43)CC12,1,115.0
CHEMBL193122,Cc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(C=Cc3ccccn3)cc2)cc1,1,115.0
CHEMBL359631,c1ccc(CCNc2ncnc3nc(-c4ccc(N5CCOCC5)nc4)cnc23)cc1,1,120.0
CHEMBL175809,c1ccc(CN2CCC3CN(c4ncnc5oc(-c6ccccc6)nc45)CC32)cc1,1,120.0
CHEMBL119839,Nc1cc(C#Cc2ccc(N3CCOCC3)nc2)ncn1,1,120.0
CHEMBL375255,Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1-c1ccc2c(c1)OCO2,1,120.0
CHEMBL317176,OCC1OC(n2cc(I)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1,120.0
CHEMBL449402,Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1-c1cc2ccccc2o1,1,123.0
CHEMBL369761,c1ccc(CN2CCC3CN(c4ncnc5oc(-c6cccnc6)nc45)CC32)cc1,1,130.0
CHEMBL358714,CN(C)c1ccc(-c2c(-c3ccc(N4CCOCC4)nc3)nc3ncnc(N)c3c2-c2cccc(Cl)c2)cc1,1,130.0
CHEMBL422489,CN(C)c1ccc(-c2nc3ncnc(N)c3c(-c3cccc(Cl)c3)c2-c2ccccc2)cn1,1,130.0
CHEMBL366606,O=C(Nc1ccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)cc1)c1ccc(F)cc1,1,130.0
CHEMBL105216,Nc1ncnc2nc(-c3ccc(N4CC(O)C(O)C4)nc3)cc(-c3cccc(Br)c3)c12,1,130.1
CHEMBL225727,CN(C)S(=O)(=O)N1CCN(c2ccc(C#Cc3ncnc(N)c3-c3ccc(Cl)cc3)cn2)CC1,1,131.0
CHEMBL66277,CC1OC(n2cc(-c3ccccc3)c3c(Nc4ccc(F)cc4)ncnc32)C(O)C1O,1,134.0
CHEMBL196955,CC(C)CNc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O,1,140.0
CHEMBL4552895,OCC12CC1C(n1cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc31)C(O)C2O,1,140.0
CHEMBL382911,CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)NCCCN(C)C)ncnc32)C(O)C1O,1,145.0
CHEMBL192903,CSc1nc2c(N3CCc4ccccc43)ncnc2n1C1OC(CO)C(O)C1O,1,150.0
CHEMBL319412,Nc1ncnc2nc(-c3ccc(N4CCCC4CO)nn3)cc(-c3cccc(Br)c3)c12,1,153.8
CHEMBL151812,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)c(-c3ccccc3)c(-c3cccc(Br)c3)c12,1,155.0
CHEMBL346622,COC(=O)Cc1c(-c2cccs2)nc2ncnc(N)c2c1-c1cccc(Br)c1,1,163.0
CHEMBL68749,CN(C)c1ccc(-c2cc(-c3cccc(Br)c3)c3c(N)ncnc3n2)cc1,1,167.0
CHEMBL342959,NCC1OC(n2nc(Br)c3c(N)ncnc32)C(O)C1O,1,170.0
CHEMBL371857,Cc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(-c3cncnc3)cc2)cc1,1,180.0
CHEMBL189480,CN(C)c1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)cc1,1,183.0
CHEMBL151214,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)c(-c3ccc(F)cc3)c(-c3cccc(Br)c3)c12,1,197.0
CHEMBL225680,COCCN(C)c1cc(N2CCOCC2)ncc1C#Cc1ncnc(N)c1-c1ccc2c(c1)OCO2,1,198.0
CHEMBL1814776,C#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,1,200.0
CHEMBL193065,CC1OC(n2c(Nc3ccccc3)nc3c(N4CCc5ccccc54)ncnc32)C(O)C1O,1,200.0
CHEMBL442003,CC1OC(n2cc(I)c3c(Nc4ccc(O)cc4)ncnc32)C(O)C1O,1,200.0
CHEMBL177540,c1ccc(CN2CCC3CN(c4ncnc5oc(-c6ccccc6)nc45)CC32)cc1,1,200.0
CHEMBL190400,CC(C)Cc1cc2c(N)ncnc2nc1-c1ccc(N(C)C)cc1,1,200.0
CHEMBL438476,Nc1ncnc(C#Cc2cnc(N3CCOCC3)nc2)c1-c1ccc(Cl)cc1,1,200.0
CHEMBL176718,O=C(Nc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1)c1ccc(F)cc1,1,200.0
CHEMBL198698,CCN(CC)CCNC(=O)CNc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O,1,210.0
CHEMBL98933,Nc1ncnc2c1c(Cl)cn2C1OC(CO)C(O)C1O,1,210.0
CHEMBL369435,O=C(Cc1ccccc1)Nc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1,1,210.0
CHEMBL226428,Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1-c1ccsc1,1,212.0
CHEMBL225678,CN(C)c1cc(N2CCOCC2)ncc1C#Cc1ncnc(N)c1-c1ccc2c(c1)OCO2,1,215.0
CHEMBL375060,Nc1ncnc(C#Cc2cncnc2)c1-c1ccc(Cl)cc1,1,216.0
CHEMBL366694,c1ccc(CCCNc2ncnc3oc(-c4ccccc4)nc23)cc1,1,230.0
CHEMBL371350,CCc1nc2c(N3CCc4ccccc43)ncnc2n1C1OC(CO)C(O)C1O,1,230.0
CHEMBL355801,Brc1ccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)cc1,1,240.0
CHEMBL356256,CN(C)c1ccc(-c2nc3ncnc(N)c3c(-c3ccccc3)c2-c2ccccc2)cc1,1,250.0
CHEMBL367498,Brc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1,1,260.0
CHEMBL425507,CN(CCCNc1ncnc2oc(-c3ccccc3)nc12)c1ccccc1,1,270.0
CHEMBL225833,Nc1ncnc(C#Cc2ccc(N3CCOCC3)cc2)c1-c1ccc(Cl)cc1,1,275.0
CHEMBL141606,Nc1ncnc2c1c(Br)cn2C1OC(CO)C(O)C1O,1,280.0
CHEMBL150370,Cc1ccc(-c2c(-c3cccs3)nc3ncnc(N)c3c2-c2ccc(C)c(F)c2)cc1F,1,288.0
CHEMBL585759,OCC1OC(n2cc(Cl)c3c(-c4ccco4)ncnc32)C(O)C1O,1,290.0
CHEMBL382451,CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)NCCN(C)C)ncnc32)C(O)C1O,1,300.0
CHEMBL189106,C=Cc1nc2c(Nc3ccccc3)ncnc2n1C1OC(CO)C(O)C1O,1,300.0
CHEMBL369112,c1ccc2c(CCNc3ncnc4nc(-c5ccc(N6CCOCC6)nc5)cnc34)c[nH]c2c1,1,300.0
CHEMBL226450,CN(C)c1ccc(C#Cc2ncnc(N(C)C)c2-c2ccc(Cl)cc2)cc1,1,300.0
CHEMBL376830,CN(C)c1ccc(C#Cc2ncnc(N)c2C2CCCCC2)cc1,1,300.0
CHEMBL4470770,Cn1ccc2c1c1c(-c3cc4ccccc4o3)ncnc1n2C1OC(CO)C(O)C1O,1,300.0
CHEMBL330221,OCC1OC(n2cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)CC1O,1,300.0
CHEMBL3134389,OCC1OC(n2ccc3c(-c4cc5ccccc5s4)ncnc32)C(O)C1O,1,300.0
CHEMBL99388,CC1OC(n2cc(C#N)c3c(N)ncnc32)C(O)C1O,0,310.0
CHEMBL99668,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,0,310.0
CHEMBL329484,CC1OC(n2cc(-c3ccccc3)c3c(N)ncnc32)C(O)C1O,0,320.0
CHEMBL226505,CN(C)c1ccc(C#Cc2ncnc(N3CCN(S(=O)(=O)N(C)C)CC3)c2-c2ccc(Cl)cc2)cc1,0,330.0
CHEMBL305746,CN(C)c1ccc(-c2nc3ncnc(N)c3nc2-c2ccccc2)cc1,0,333.0
CHEMBL4438098,OCC1OC(n2c3ccoc3c3c(-c4cc5ccccc5o4)ncnc32)C(O)C1O,0,336.0
CHEMBL150978,CN(C)c1ccc(-c2nc3ncnc(N)c3cc2-c2ccccc2)cc1,0,350.0
CHEMBL342310,COc1ccc(-c2c(-c3ccc(N(C)C)cc3)nc3ncnc(N)c3c2-c2cccc(Br)c2)cc1OC,0,350.0
CHEMBL356896,COCCN(C)c1ccc(-c2nc3ncnc(N)c3c(-c3cc(Br)cs3)c2-c2ccc(OC)c(OC)c2)cc1,0,367.0
CHEMBL102712,Nc1ncnc2nc(-c3ccc(N4CCC5(CC4)COCO5)nc3)cc(-c3cccc(Br)c3)c12,0,378.1
CHEMBL381005,CC1OC(n2cc(-c3ccccc3)c3c(NC4CC4)ncnc32)C(O)C1O,0,380.0
CHEMBL145388,CC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,0,400.0
CHEMBL189971,CN(C)c1ccc(-c2nc3ncnc(N)c3cc2CCc2ccccc2)cc1,0,433.0
CHEMBL66338,CN(C)c1ccc(-c2cnc3c(N)ncnc3n2)cc1,0,440.0
CHEMBL99359,COCC1OC(n2cc(I)c3c(Cl)ncnc32)C(O)C1O,0,450.0
CHEMBL439635,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)c(Cc3ccccc3)c(-c3cccc(Br)c3)c12,0,450.0
CHEMBL98638,CC1OC(n2cc(C(N)=O)c3c(N)ncnc32)C(O)C1O,0,460.0
CHEMBL372155,CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)N(C)C4CC4)ncnc32)C(O)C1O,0,460.0
CHEMBL182654,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cnc12,0,460.0
CHEMBL302921,CN(C)c1ccc(-c2cc(C3CCCCC3)c3c(N)ncnc3n2)cc1,0,467.0
CHEMBL68492,CN(C)c1ccc(-c2cc(-c3ccccc3)c3c(N)ncnc3n2)cc1,0,467.0
CHEMBL193223,CN(C)c1ccc(-c2cc3c(N)ncnc3nc2-c2ccncc2)cc1,0,467.0
CHEMBL4554008,Cn1ccc2c3c(-c4cc5ccccc5o4)ncnc3n(C3OC(CO)C(O)C3O)c21,0,470.0
CHEMBL101892,NC(=O)c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,0,470.0
CHEMBL193265,OCC1OC(n2c(Cl)nc3c(N4CCc5ccccc54)ncnc32)C(O)C1O,0,480.0
CHEMBL95721,CCC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,0,500.0
CHEMBL66977,Cc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)cc1,0,500.0
CHEMBL226515,COc1ccc(-c2c(N)ncnc2C#Cc2ccc(N(C)C)cc2)cc1OC,0,500.0
CHEMBL225722,Nc1ncnc(C#Cc2ccccn2)c1-c1ccc(Cl)cc1,0,500.0
CHEMBL191760,OCC1OC(n2cnc3c(N4CCc5ccccc54)ncnc32)C(O)C1O,0,500.0
CHEMBL200393,CC(Nc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O)C(=O)NC1CC1,0,530.0
CHEMBL99662,Cc1cn(C2OC(C)C(O)C2O)c2ncnc(Cl)c12,0,535.0
CHEMBL431628,CC1OC(n2cc(I)c3c(Nc4ccc(F)cc4)ncnc32)C(O)C1O,0,550.0
CHEMBL376831,CN(C)c1ccc(C#Cc2ncnc(N)c2C(c2ccccc2)c2ccccc2)cc1,0,600.0
CHEMBL373104,Nc1ncnc2c1c(I)cn2C1OC2(CC2)C(O)C1O,0,600.0
CHEMBL435646,CCCCCc1c(-c2ccc(N(C)C)nc2)nc2ncnc(N)c2c1-c1cccc(Br)c1,0,625.0
CHEMBL265251,CN(C)c1ccc(-c2nc3ncnc(N)c3c(-c3cc(Br)cs3)c2C2CC2)cn1,0,625.0
CHEMBL191309,Nc1ncnc2nc(-c3cccs3)c(Cc3cccc(Br)c3)cc12,0,650.0
CHEMBL189632,CCCCCc1cc2c(N)ncnc2nc1-c1ccc(N(C)C)cc1,0,700.0
CHEMBL225694,CN(C)c1ccc(C#Cc2ncnc(N)c2-c2ccccc2Cl)cc1,0,700.0
CHEMBL416498,COC(=O)c1cccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)c1,0,700.0
CHEMBL193253,CCCCc1cc2c(N)ncnc2nc1-c1cccs1,0,767.0
CHEMBL303499,CN(C)c1ccc(-c2ccc3c(N)ncnc3n2)cc1,0,773.0
CHEMBL98887,COc1ccc(Nc2ncnc3c2c(I)cn3C2OC(C)C(O)C2O)cc1,0,775.0
CHEMBL317583,CC1OC(n2cc(I)c3c(NCc4ccccc4)ncnc32)C(O)C1O,0,800.0
CHEMBL200352,CC1OC(n2cc(I)c3c(NCC(=O)NC4CC4)ncnc32)C(O)C1O,0,880.0
CHEMBL364732,Nc1ncnc2nc(-c3nccs3)c(Cc3cccc(Br)c3)cc12,0,900.0
CHEMBL363442,Brc1cccc(-c2nn(Cc3ccccc3)c3ncnc(C#Cc4ccc(N5CCOCC5)nc4)c23)c1,0,1000.0
CHEMBL193175,C#Cc1nc2c(N3CCc4ccccc43)ncnc2n1C1OC(CO)C(O)C1O,0,1000.0
CHEMBL226394,C#Cc1ncnc(N)c1-c1ccc2c(c1)OCO2,0,1000.0
CHEMBL419517,CC1OC(n2cc(I)c3c(SCc4ccccc4)ncnc32)C(O)C1O,0,1000.0
CHEMBL225728,CC(C)(C)OC(=O)N1CCN(c2ccc(C#Cc3ncnc(N)c3-c3ccc(Cl)cc3)cn2)CC1,0,1000.0
CHEMBL147356,CC(C)c1c(-c2ccc(N3CCOCC3)nc2)nc2ncnc(N)c2c1-c1cccc(Br)c1,0,1000.0
CHEMBL151079,CC(C)c1ccc(-c2c(-c3ccc(N(C)C)cc3)nc3ncnc(N)c3c2-c2ccc(C(C)C)cc2)cc1,0,1000.0
CHEMBL190144,Cc1ccc(-c2cc3c(N)ncnc3nc2-c2cc3ccccc3o2)cc1,0,1000.0
CHEMBL276470,Cc1nc(N)c(-c2ccccc2)c(C#Cc2ccc(N(C)C)cc2)n1,0,1000.0
CHEMBL1688504,CCC1(c2ccc(CSc3ccc(F)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0,1000.0
CHEMBL1688498,CCC1(c2ccc(CSc3ccccc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,1000.0
CHEMBL95211,CCCCSc1ncnc2c1c(I)cn2C1OC(C)C(O)C1O,0,1000.0
CHEMBL95256,CCOC(=O)c1cn(C2OC(C)C(O)C2O)c2ncnc(N)c12,0,1000.0
CHEMBL425305,CN(C)c1ccc(C#Cc2cc(N)ncn2)cc1,0,1000.0
CHEMBL226449,CN(C)c1ccc(C#Cc2cc(NCc3ccccc3)ncn2)cc1,0,1000.0
CHEMBL216119,CN(C)c1ccc(C#Cc2ncnc(N)c2-c2ccccc2)cc1,0,1000.0
CHEMBL226393,CN(C)c1ccc(C#Cc2ncnc(N)c2Cc2ccccc2)cc1,0,1000.0
CHEMBL226451,CN(C)c1ccc(C#Cc2ncnc(NC3CCCCC3)c2-c2ccc(Cl)cc2)cc1,0,1000.0
CHEMBL226503,CN(C)c1ccc(C#Cc2ncnc(NCCc3c[nH]c4ccccc34)c2-c2ccc(Cl)cc2)cc1,0,1000.0
CHEMBL147390,CN(C)c1ccc(-c2nc3ncnc(N)c3c(-c3cccc(Br)c3)c2C2CCCCC2)cn1,0,1000.0
CHEMBL66568,CN(C)c1ccc(-c2nc3ncnc(N)c3cc2-c2ccc(C(C)(C)C)cc2)cc1,0,1000.0
CHEMBL191526,COc1cccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)c1,0,1000.0
CHEMBL192727,CSc1nc2c(Nc3ccccc3)ncnc2n1C1OC(CO)C(O)C1O,0,1000.0
CHEMBL225774,Nc1ncnc(C#Cc2ccc([N+](=O)[O-])cc2)c1-c1ccc(Cl)cc1,0,1000.0
CHEMBL145188,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0,1000.0
CHEMBL184909,Nc1ncnc2cc(-c3ccc(N4CCOCC4)nc3)n(Cc3ccccc3)c12,0,1000.0
CHEMBL65852,Nc1ncnc2nc(-c3ccc(N4CCOCC4)cc3)cnc12,0,1000.0
CHEMBL189781,OCC1OC(n2c(I)nc3c(N4CCc5ccccc54)ncnc32)C(O)C1O,0,1000.0
CHEMBL569854,OCC1OC(n2cc(F)c3c(-c4cccs4)ncnc32)C(O)C1O,0,1100.0
CHEMBL98174,CC1OC(n2cc(-c3ccccc3)c3c(NC4CCCCC4)ncnc32)C(O)C1O,0,1200.0
CHEMBL99923,CC1OC(n2cc(I)c3c(Nc4ccc(C#N)cc4)ncnc32)C(O)C1O,0,1200.0
CHEMBL1688584,CCC1(c2ccc(COc3ccc(I)cc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,1200.0
CHEMBL223769,CCC1(c2ccc(COc3ccccc3)cc2)Oc2ccccc2-n2cccc2C1=O,0,1200.0
CHEMBL1688496,CCC1(c2ccc(CSc3ccccc3)cc2)Oc2ccccc2-n2cccc2C1=O,0,1200.0
CHEMBL322217,COCC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,0,1200.0
CHEMBL584958,OCC1OC(n2cc(Cl)c3c(-c4cccs4)ncnc32)C(O)C1O,0,1200.0
CHEMBL98424,OCC1OC(n2ccc3c(Nc4ccccc4)ncnc32)C(O)C1O,0,1250.0
CHEMBL571622,OCC1OC(n2cc(F)c3c(-c4ccco4)ncnc32)C(O)C1O,0,1300.0
CHEMBL572309,OCC1OC(n2ccc3c(-c4ccco4)ncnc32)C(O)C1O,0,1300.0
CHEMBL317927,CSc1cn(C2OC(C)C(O)C2O)c2ncnc(N)c12,0,1350.0
CHEMBL383388,O=C(CNc1ncnc2c1c(-c1ccccc1)cn2COCCO)NC1CC1,0,1700.0
CHEMBL3134385,CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC1OC(n2ccc3c(-c4cccs4)ncnc32)C(O)C1O,0,1970.0
CHEMBL95482,CC1OC(n2cc(I)c3c(SCc4ccc([N+](=O)[O-])cc4)ncnc32)C(O)C1O,0,2000.0
CHEMBL1688505,CCC1(c2ccc(CSc3ccc(Br)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0,2000.0
CHEMBL1688592,CCC1(c2ccc(CSc3ccc(C#C[Si](C)(C)C)cc3)cc2)Sc2ccccc2-n2cccc2C1=O,0,2000.0
CHEMBL1688578,CCC1(c2ccc(CSc3ccc(I)cc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,2000.0
CHEMBL142234,COCC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,0,2000.0
CHEMBL1814763,COc1ccc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc1,0,2000.0
CHEMBL1814767,Nc1ncnc2c1c(-c1ccco1)cn2C1OC(CO)C(O)C1O,0,2000.0
CHEMBL373129,OCC1OC(n2c(N3CCc4ccccc43)nc3c(N4CCc5ccccc54)ncnc32)C(O)C1O,0,2000.0
CHEMBL3134388,OCC1OC(n2ccc3c(-c4cc5ccccc5o4)ncnc32)C(O)C1O,0,2100.0
CHEMBL1687952,CCC1(c2ccc(CSc3ccc(I)cc3)cc2)Sc2ccccc2-n2cccc2C1=O,0,2200.0
CHEMBL192754,CN(C)c1ccc(-c2nc3ncnc(N)c3cc2CCCc2ccccc2)cc1,0,2230.0
CHEMBL4571377,Nc1ncnc2c1c(I)cn2C1C(O)C(O)C2(CO)CC12,0,2240.0
CHEMBL1814778,Nc1ncnc2c1c(-c1nccs1)cn2C1OC(CO)C(O)C1O,0,2300.0
CHEMBL3134383,CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC1OC(n2ccc3c(-c4ccco4)ncnc32)C(O)C1O,0,2400.0
CHEMBL382751,CC(Nc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O)C(=O)NC1CC1,0,2500.0
CHEMBL371924,CC1OC(n2cc(-c3ccccc3)c3c(NCCC(N)=O)ncnc32)C(O)C1O,0,2500.0
CHEMBL1688575,CCC1(c2ccc(CSc3ccc(F)cc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,2500.0
CHEMBL1688506,CCC1(c2ccc(CSc3ccc(I)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0,2500.0
CHEMBL1688502,CCC1(c2ccc(CSc3cccc(C(F)(F)F)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0,2500.0
CHEMBL95608,C=CCSc1ncnc2c1c(I)cn2C1OC(C)C(O)C1O,0,2800.0
CHEMBL3134387,CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC1OC(n2ccc3c(-c4cc5ccccc5o4)ncnc32)C(O)C1O,0,2900.0
CHEMBL363354,OCC1OC(n2c(-c3ccco3)nc3c(N4CCc5ccccc54)ncnc32)C(O)C1O,0,2900.0
CHEMBL1688512,CCC1(c2ccc(CSc3c(C)cccc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,3000.0
CHEMBL1688570,CCC1(c2ccc(CSc3cccc(Cl)c3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,3000.0
CHEMBL3134380,OCC1OC(n2ccc3c(-c4cccc5c4Oc4ccccc4S5)ncnc32)C(O)C1O,0,3070.0
CHEMBL1688503,CCC1(c2ccc(CSc3cccc(OC(F)(F)F)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0,3200.0
